Date,Machine_ID,Machine_Name,Shift,Units_Produced,Downtime_Minutes,Scrap_Units,Defect_Percentage,Machine_Utilization (%),Bottleneck_Reason,Delay_Cause,Planned_Production,Actual_Production,Energy_Consumption (kWh),Operator_Name
2024-12-15,M004,Machine_M004,Swing,623,6,11,4.55,74.69,None,None,755,623,1252,John Rodriguez
2023-11-27,M004,Machine_M004,Swing,583,98,8,4.65,90.27,Operator Error,Power Issue,672,583,1264,Robert Watson
2022-10-20,M004,Machine_M004,Day,846,76,25,3.53,83.1,Operator Error,Setup Delay,925,846,1935,Michael Bullock
2023-06-25,M003,Machine_M003,Day,467,63,1,3.53,75.52,Material Shortage,Power Issue,567,467,1713,Michael Webb
2022-11-05,M004,Machine_M004,Day,779,4,8,1.73,81.88,None,Maintenance Delay,845,779,1309,Mrs. Patricia White
2024-09-28,M002,Machine_M002,Swing,590,117,22,3.84,74.08,Tooling Issue,None,733,590,1066,Robert Jackson
2025-03-31,M002,Machine_M002,Night,696,99,10,0.89,82.02,None,Setup Delay,770,696,1982,Donald Richardson
2024-09-05,M002,Machine_M002,Night,271,67,0,4.15,92.66,Operator Error,Setup Delay,331,271,1250,Ryan Ortega
2023-07-08,M002,Machine_M002,Day,127,13,4,4.32,65.64,Operator Error,Maintenance Delay,233,127,1458,Nicole Roth
2024-08-14,M005,Machine_M005,Swing,255,119,6,2.04,76.38,None,Power Issue,308,255,1171,Anthony Petty
2022-10-21,M002,Machine_M002,Day,642,111,15,2.8,82.83,Tooling Issue,Setup Delay,723,642,1927,Jill Koch
2023-02-05,M003,Machine_M003,Night,335,75,15,2.17,61.11,None,Maintenance Delay,396,335,1522,Timothy Morris
2024-08-26,M005,Machine_M005,Swing,307,0,10,4.52,83.24,Material Shortage,Setup Delay,445,307,1513,Joseph Deleon
2024-03-18,M005,Machine_M005,Day,621,58,4,3.54,84.91,None,None,767,621,1653,Sarah Jones
2025-02-21,M002,Machine_M002,Swing,297,50,3,3.38,73.69,Material Shortage,Setup Delay,369,297,1300,Maria Garcia
2024-07-17,M001,Machine_M001,Day,996,82,47,1.99,69.02,Material Shortage,Power Issue,1064,996,1106,Timothy Carter
2022-10-17,M002,Machine_M002,Swing,685,95,7,1.16,64.63,Tooling Issue,Power Issue,743,685,1437,Mary Buck
2022-05-14,M004,Machine_M004,Day,112,109,2,2.89,65.22,None,Setup Delay,242,112,1148,Michael Welch
2024-07-16,M004,Machine_M004,Night,976,60,31,3.61,63.65,Tooling Issue,None,1118,976,1942,Angelica Young
2023-03-21,M004,Machine_M004,Day,177,5,3,1.29,85.14,Tooling Issue,Setup Delay,235,177,1825,Samuel Williams
2024-12-31,M002,Machine_M002,Day,449,114,7,1.7,61.73,Tooling Issue,Setup Delay,538,449,1854,Julia Bailey
2025-04-26,M003,Machine_M003,Day,138,4,5,1.79,78.7,Operator Error,Setup Delay,202,138,1741,Gregory Sanchez
2024-07-07,M002,Machine_M002,Day,383,87,8,1.84,88.13,Tooling Issue,None,532,383,1516,Angel Brady
2024-11-03,M002,Machine_M002,Night,974,19,34,2.89,79.02,None,Power Issue,1102,974,1198,Brittany Sims
2023-08-21,M001,Machine_M001,Day,309,61,11,1.32,78.95,Operator Error,Maintenance Delay,387,309,1103,Shelby Brown
2023-04-27,M002,Machine_M002,Day,400,45,17,2.7,90.97,Tooling Issue,Setup Delay,506,400,1159,John Miller
2023-08-16,M001,Machine_M001,Day,944,91,38,2.08,63.98,Material Shortage,Maintenance Delay,1076,944,1306,Richard Adams
2024-11-02,M001,Machine_M001,Day,176,49,7,2.96,64.79,Material Shortage,Power Issue,275,176,1803,Lance Brown
2024-03-31,M002,Machine_M002,Day,965,1,40,3.42,67.6,Material Shortage,Setup Delay,1088,965,1818,Christine Sanders
2022-08-23,M005,Machine_M005,Night,909,113,26,2.84,78.16,None,Power Issue,979,909,1049,David Brooks
2024-12-03,M001,Machine_M001,Night,766,25,16,3.59,68.78,Operator Error,None,840,766,1024,Daniel Boone
2023-11-14,M003,Machine_M003,Night,777,38,27,4.06,85.19,Operator Error,Maintenance Delay,921,777,1926,Eric Price
2023-05-12,M001,Machine_M001,Swing,680,41,0,4.25,92.46,Operator Error,Maintenance Delay,767,680,1698,Peter Brandt
2025-03-02,M004,Machine_M004,Swing,653,63,1,4.28,76.33,Operator Error,Maintenance Delay,759,653,1235,Megan Maynard
2023-10-13,M005,Machine_M005,Swing,852,4,39,2.42,77.09,None,Power Issue,962,852,1004,Renee Foley
2023-08-07,M001,Machine_M001,Night,316,113,10,2.0,92.71,Material Shortage,None,399,316,1435,Amy Ortiz MD
2024-07-06,M001,Machine_M001,Day,580,100,21,2.78,79.02,Material Shortage,Setup Delay,720,580,1500,Kevin Wood
2023-10-23,M005,Machine_M005,Night,254,116,2,3.57,73.56,None,Power Issue,387,254,1361,Andrew Lopez
2022-08-16,M005,Machine_M005,Swing,983,12,18,2.06,81.82,None,None,1081,983,1686,Anthony Green
2023-05-13,M005,Machine_M005,Day,950,24,34,2.03,77.71,None,Setup Delay,1023,950,1227,Morgan Newman
2023-02-24,M001,Machine_M001,Swing,995,102,28,0.63,74.58,Tooling Issue,Setup Delay,1045,995,1723,Robert Wood
2024-02-05,M002,Machine_M002,Day,709,25,23,4.54,62.66,Tooling Issue,None,763,709,1271,Cynthia Hughes
2024-10-20,M004,Machine_M004,Day,110,51,2,1.5,86.54,None,None,220,110,1746,Brooke Robinson
2024-04-26,M004,Machine_M004,Night,897,86,35,0.85,82.82,Operator Error,Power Issue,959,897,1009,Michael Shaw
2024-05-20,M005,Machine_M005,Swing,447,112,1,1.48,89.92,Operator Error,Power Issue,499,447,1943,Daniel Arellano
2023-05-07,M002,Machine_M002,Swing,380,70,10,3.43,63.72,Material Shortage,Maintenance Delay,499,380,1630,Whitney Singleton
2024-01-04,M005,Machine_M005,Night,290,77,12,4.6,77.59,Material Shortage,Maintenance Delay,392,290,1793,Jessica Vargas
2023-08-11,M003,Machine_M003,Night,151,68,1,1.93,83.46,Material Shortage,Power Issue,223,151,1190,Denise Williams
2025-03-04,M003,Machine_M003,Swing,721,38,17,2.94,68.24,Material Shortage,Setup Delay,803,721,1413,Bryan Terry
2022-11-24,M003,Machine_M003,Night,689,68,12,4.77,69.86,Material Shortage,Setup Delay,806,689,1550,Eric Vargas
2023-12-31,M004,Machine_M004,Day,365,22,9,2.88,81.47,None,Setup Delay,448,365,1530,Miguel Marsh
2024-10-29,M005,Machine_M005,Night,397,94,2,3.05,63.05,Tooling Issue,None,454,397,1569,Tonya Cobb
2025-01-24,M004,Machine_M004,Swing,619,83,16,3.2,66.2,Material Shortage,Power Issue,680,619,1287,Abigail Floyd
2023-11-06,M001,Machine_M001,Night,490,47,11,1.62,83.98,Material Shortage,Setup Delay,630,490,1157,Andrea Church
2025-01-20,M005,Machine_M005,Swing,376,113,2,1.63,75.74,None,None,467,376,1887,Jennifer Spence
2023-08-22,M003,Machine_M003,Night,170,107,2,3.1,73.04,Operator Error,Maintenance Delay,309,170,1086,Thomas Knight
2024-01-30,M001,Machine_M001,Swing,280,84,2,4.94,91.87,Operator Error,Power Issue,423,280,1257,Angel Adams
2024-07-04,M003,Machine_M003,Day,847,91,38,0.97,75.44,None,Maintenance Delay,973,847,1454,Cindy Singleton
2023-02-14,M005,Machine_M005,Swing,503,97,25,2.58,76.75,Operator Error,None,647,503,1357,Laurie Craig
2023-05-28,M002,Machine_M002,Swing,609,6,28,3.93,83.13,Material Shortage,Setup Delay,749,609,1052,Brandon Oliver
2024-09-18,M005,Machine_M005,Night,106,27,1,1.98,61.58,Material Shortage,Power Issue,174,106,1190,Monica Johnson
2023-07-02,M003,Machine_M003,Swing,790,35,9,3.45,71.65,Material Shortage,Power Issue,854,790,1588,Carly Lee
2022-10-19,M002,Machine_M002,Day,747,57,6,1.58,81.26,Operator Error,Setup Delay,883,747,1206,Shawn Savage
2023-05-30,M005,Machine_M005,Day,759,71,9,4.22,70.07,None,Setup Delay,884,759,1785,Jody Santiago
2023-05-19,M003,Machine_M003,Day,377,39,11,2.78,77.03,Tooling Issue,Maintenance Delay,486,377,1569,Joshua Johnson
2022-07-14,M004,Machine_M004,Day,477,46,7,4.36,79.81,Material Shortage,Power Issue,607,477,1427,Sharon Wells
2025-03-24,M002,Machine_M002,Day,378,24,17,3.67,60.45,None,Power Issue,509,378,1090,Christopher Jones
2022-11-22,M005,Machine_M005,Swing,425,112,16,2.8,75.77,Operator Error,Power Issue,520,425,1194,Lauren Morrison
2022-06-12,M004,Machine_M004,Swing,961,50,6,2.72,61.74,None,Setup Delay,1014,961,1748,Shannon Poole
2022-08-02,M005,Machine_M005,Swing,887,83,17,1.08,78.74,Tooling Issue,Maintenance Delay,959,887,1638,David Watson
2024-01-01,M001,Machine_M001,Day,743,28,17,4.13,71.59,Material Shortage,Maintenance Delay,797,743,1680,William King
2024-06-15,M001,Machine_M001,Day,198,44,0,3.19,71.66,Tooling Issue,Setup Delay,289,198,1028,Christopher Erickson
2024-05-18,M001,Machine_M001,Day,913,113,26,1.71,93.33,Material Shortage,Maintenance Delay,964,913,1001,Christine Simmons
2025-03-25,M001,Machine_M001,Day,612,118,16,4.31,69.97,Material Shortage,Maintenance Delay,697,612,1691,Monica Cummings
2022-05-08,M005,Machine_M005,Day,723,47,3,2.5,79.83,Tooling Issue,Power Issue,793,723,1148,Madeline Price
2022-09-01,M002,Machine_M002,Night,593,45,22,1.99,92.87,Operator Error,Setup Delay,670,593,1035,Jeffery Freeman
2023-12-14,M005,Machine_M005,Night,165,29,0,4.45,91.99,Operator Error,Power Issue,271,165,1110,Tracey Daniel
2022-08-28,M005,Machine_M005,Day,716,92,18,3.83,78.23,None,None,838,716,1355,Nicole Baldwin
2025-04-15,M003,Machine_M003,Day,186,62,7,0.98,89.44,Operator Error,Power Issue,273,186,1166,Robert Stevens
2022-07-24,M005,Machine_M005,Night,743,103,6,3.74,82.37,Tooling Issue,Setup Delay,843,743,1230,Kevin French
2025-03-17,M004,Machine_M004,Day,529,104,21,1.76,64.39,Operator Error,Setup Delay,676,529,1420,Donna Baker
2024-07-21,M003,Machine_M003,Day,950,114,15,3.62,75.91,Material Shortage,Setup Delay,1018,950,1663,Elizabeth Carter
2024-05-07,M003,Machine_M003,Night,728,49,34,4.31,77.2,Operator Error,Setup Delay,851,728,1429,Warren Wilson
2024-12-26,M002,Machine_M002,Day,244,18,0,3.23,77.12,Tooling Issue,Power Issue,328,244,1915,Alan Lozano
2022-08-14,M005,Machine_M005,Day,975,100,16,1.29,70.29,Tooling Issue,Maintenance Delay,1114,975,1275,Steven Flowers
2022-07-13,M001,Machine_M001,Night,728,65,21,3.73,92.88,Tooling Issue,Maintenance Delay,785,728,1985,Stephen Farrell
2024-03-17,M001,Machine_M001,Night,113,99,2,1.17,88.2,Operator Error,Maintenance Delay,215,113,1518,Lori Cordova
2024-11-12,M001,Machine_M001,Night,387,19,13,4.38,61.82,Tooling Issue,Setup Delay,529,387,1060,Steven Cunningham
2024-06-01,M004,Machine_M004,Day,579,67,27,0.5,70.83,Operator Error,Setup Delay,659,579,1421,Jeffrey Edwards
2022-07-15,M003,Machine_M003,Night,545,34,24,4.92,73.14,Material Shortage,Setup Delay,666,545,1825,Jeffrey Mendez
2024-04-28,M004,Machine_M004,Night,543,41,1,0.92,61.63,Material Shortage,Maintenance Delay,628,543,1982,Alyssa Mejia
2024-12-25,M001,Machine_M001,Day,857,31,1,1.26,66.98,Operator Error,Power Issue,940,857,1752,Benjamin Mckinney
2022-09-27,M004,Machine_M004,Day,651,57,2,2.76,91.58,None,Maintenance Delay,724,651,1738,Maria Smith
2024-07-07,M002,Machine_M002,Night,228,113,7,0.91,67.12,Tooling Issue,None,288,228,1425,Kathleen Myers
2024-03-28,M002,Machine_M002,Night,869,36,25,0.92,66.09,Tooling Issue,Power Issue,921,869,1833,Brett Turner
2023-09-24,M003,Machine_M003,Night,886,110,39,1.15,62.14,Operator Error,None,1007,886,1891,Austin Morgan
2023-08-02,M005,Machine_M005,Day,926,12,16,3.57,79.27,None,Maintenance Delay,1029,926,1084,Paula Schmidt
2022-12-08,M003,Machine_M003,Swing,600,41,7,4.72,85.78,Material Shortage,Setup Delay,677,600,1743,Tyler Williams
2022-10-06,M005,Machine_M005,Night,366,99,17,3.54,86.27,Operator Error,Setup Delay,471,366,1666,Cynthia Wilson
2023-05-25,M004,Machine_M004,Night,548,68,3,0.91,63.45,Tooling Issue,Setup Delay,659,548,1812,Dr. Katherine Miller DDS
2025-02-17,M002,Machine_M002,Night,755,112,25,2.1,63.01,Material Shortage,Power Issue,822,755,1067,Tonya Patton
2024-11-14,M005,Machine_M005,Night,954,116,23,4.2,84.7,Material Shortage,Maintenance Delay,1014,954,1819,David Santos
2022-05-03,M001,Machine_M001,Night,757,88,12,1.5,94.46,Operator Error,None,901,757,1547,Jordan Sharp
2023-08-17,M001,Machine_M001,Day,477,38,9,2.61,88.51,Material Shortage,Power Issue,548,477,1560,Megan Gonzalez
2024-01-03,M004,Machine_M004,Swing,270,53,4,3.19,82.03,Operator Error,None,388,270,1855,Michael Barnett
2024-10-07,M002,Machine_M002,Night,878,62,6,2.76,74.0,Operator Error,Setup Delay,958,878,1856,Kimberly Pratt
2024-06-16,M005,Machine_M005,Day,228,43,5,4.1,63.1,Operator Error,Setup Delay,280,228,1477,Tiffany Kramer
2022-06-04,M002,Machine_M002,Swing,966,105,8,2.28,71.93,Operator Error,None,1047,966,1353,Ricky Joseph
2022-09-05,M004,Machine_M004,Night,189,72,0,4.0,67.32,Material Shortage,Maintenance Delay,245,189,1137,Christopher Medina
2023-04-21,M003,Machine_M003,Night,983,19,5,2.84,85.17,None,Power Issue,1066,983,1950,Thomas Garcia
2024-12-20,M001,Machine_M001,Night,598,101,28,3.14,60.99,None,Power Issue,695,598,1629,Brian Brown
2022-07-24,M001,Machine_M001,Night,788,0,34,3.86,76.34,Tooling Issue,Power Issue,898,788,1006,Christina Roman
2024-09-21,M001,Machine_M001,Night,840,118,29,1.56,90.37,Material Shortage,Maintenance Delay,926,840,1247,Stephanie Hamilton
2023-05-22,M005,Machine_M005,Day,564,71,22,0.78,84.92,Tooling Issue,Power Issue,682,564,1480,Briana Sexton
2022-09-09,M004,Machine_M004,Swing,517,24,25,4.42,93.36,None,Power Issue,587,517,1420,Carrie Lin
2024-07-04,M003,Machine_M003,Night,984,83,0,0.94,72.87,None,Maintenance Delay,1087,984,1477,Diana Hernandez
2025-04-13,M005,Machine_M005,Night,961,16,20,2.39,90.28,Operator Error,Maintenance Delay,1041,961,1021,Breanna Mullins
2023-06-14,M003,Machine_M003,Night,824,31,20,0.76,80.15,Material Shortage,None,966,824,1223,Christopher Adams
2024-12-09,M001,Machine_M001,Night,307,34,10,4.71,73.47,None,Maintenance Delay,360,307,1207,Kimberly Lopez
2025-02-04,M002,Machine_M002,Night,162,95,6,1.16,79.67,Operator Error,Power Issue,245,162,1883,Noah Gibson
2023-05-03,M003,Machine_M003,Night,199,58,7,4.4,90.31,Operator Error,Maintenance Delay,286,199,1990,Lauren Ritter
2022-11-20,M004,Machine_M004,Swing,694,25,9,4.65,75.32,None,Setup Delay,793,694,1281,Cheryl Rogers
2024-11-17,M002,Machine_M002,Day,505,114,10,1.43,73.56,Material Shortage,Maintenance Delay,648,505,1573,Natalie Barr
2022-09-19,M003,Machine_M003,Swing,766,82,21,3.44,71.56,Tooling Issue,Setup Delay,902,766,1105,Jennifer Williamson
2023-02-13,M002,Machine_M002,Day,865,101,41,2.87,80.98,Material Shortage,Setup Delay,944,865,1306,Kevin Sanchez
2022-12-15,M004,Machine_M004,Night,351,55,13,2.29,73.05,Tooling Issue,Maintenance Delay,467,351,1384,Timothy Wright
2023-08-26,M003,Machine_M003,Swing,729,90,4,4.78,71.25,Material Shortage,Maintenance Delay,796,729,1633,Catherine Nunez
2023-02-19,M005,Machine_M005,Day,661,78,3,2.95,82.23,None,Power Issue,793,661,1814,Charles Wilson
2022-05-02,M004,Machine_M004,Night,978,119,45,2.15,78.21,Operator Error,None,1061,978,1237,Corey White
2022-09-22,M005,Machine_M005,Swing,912,25,27,4.38,69.17,Material Shortage,Power Issue,1012,912,1966,Amy Smith
2023-01-13,M004,Machine_M004,Swing,701,33,24,3.87,92.28,Tooling Issue,None,793,701,1380,Jeffrey Jenkins
2024-06-09,M002,Machine_M002,Night,365,24,7,1.82,83.93,Material Shortage,Power Issue,415,365,1286,Stephen Cohen
2025-03-28,M002,Machine_M002,Day,990,39,38,4.14,61.68,Tooling Issue,Maintenance Delay,1127,990,1563,Vincent Gonzales
2024-07-01,M001,Machine_M001,Day,883,65,6,1.91,81.99,Material Shortage,None,934,883,1676,Kent Burns
2024-02-08,M002,Machine_M002,Day,975,78,34,2.36,74.4,None,Setup Delay,1064,975,1348,Jeffrey Farmer
2024-09-17,M001,Machine_M001,Swing,464,93,18,3.34,93.63,Tooling Issue,None,546,464,1213,Cynthia Wright
2024-07-12,M004,Machine_M004,Day,906,66,29,1.4,92.82,Material Shortage,Maintenance Delay,986,906,1628,Nicholas Payne
2024-12-11,M004,Machine_M004,Swing,492,46,5,0.89,60.73,Tooling Issue,None,589,492,1320,Pamela Brown
2023-01-16,M004,Machine_M004,Day,360,67,5,2.72,84.17,Material Shortage,Maintenance Delay,457,360,1159,Jessica Lindsey
2024-07-29,M001,Machine_M001,Night,211,72,0,2.62,70.18,Tooling Issue,Setup Delay,281,211,1317,Kelly Haley
2023-11-28,M005,Machine_M005,Day,962,73,19,0.94,66.46,None,Power Issue,1072,962,1521,Cory Roy
2024-07-05,M001,Machine_M001,Night,279,19,9,0.87,77.32,Operator Error,Setup Delay,358,279,1574,Deborah Ochoa
2022-07-18,M004,Machine_M004,Night,814,74,32,2.94,93.64,None,Power Issue,935,814,1002,Carlos Kennedy
2025-02-14,M005,Machine_M005,Night,888,84,9,4.06,67.4,Material Shortage,None,1009,888,1217,Janice Lynch
2024-02-18,M003,Machine_M003,Night,447,90,6,3.39,77.37,Operator Error,None,585,447,1986,Megan Perez
2023-08-04,M005,Machine_M005,Day,844,59,30,3.85,69.28,Operator Error,Setup Delay,961,844,1651,Melissa Meyer
2024-01-05,M003,Machine_M003,Night,751,54,0,1.48,87.53,Tooling Issue,None,893,751,1078,Melissa Alvarez
2023-03-16,M002,Machine_M002,Day,802,96,23,0.86,91.07,Tooling Issue,Power Issue,888,802,1764,Jennifer Lopez
2023-03-11,M001,Machine_M001,Swing,870,94,39,1.32,72.41,None,Maintenance Delay,1011,870,1762,Charles Terry
2025-03-08,M002,Machine_M002,Night,348,110,2,0.93,94.38,Operator Error,Maintenance Delay,468,348,1843,Diana Hunter
2024-11-14,M004,Machine_M004,Day,746,59,24,2.99,62.93,Tooling Issue,None,833,746,1808,Aaron Jones
2023-10-26,M002,Machine_M002,Day,214,53,4,0.55,94.41,Tooling Issue,Setup Delay,272,214,1431,Angela Green
2025-02-03,M002,Machine_M002,Day,676,12,26,3.71,86.82,Material Shortage,Maintenance Delay,809,676,1479,Krista Oliver
2024-11-20,M003,Machine_M003,Night,976,88,27,3.07,85.73,None,Power Issue,1053,976,1697,David Wells
2025-04-19,M002,Machine_M002,Night,346,65,10,0.8,76.77,Tooling Issue,None,400,346,1144,Jason Clark
2023-08-23,M001,Machine_M001,Swing,198,114,8,1.85,82.16,None,None,308,198,1646,Lauren Moss
2023-09-05,M005,Machine_M005,Day,398,11,12,4.04,69.49,Tooling Issue,Maintenance Delay,491,398,1672,Brooke Harris
2023-09-10,M004,Machine_M004,Night,888,70,17,4.81,87.85,Operator Error,None,1011,888,1717,John Jones
2023-07-24,M003,Machine_M003,Day,637,116,13,1.9,78.95,Material Shortage,Power Issue,753,637,1270,Anne Joyce
2022-08-12,M002,Machine_M002,Swing,945,79,17,4.86,70.27,Material Shortage,Setup Delay,1077,945,1211,Natalie Alvarado
2023-03-30,M005,Machine_M005,Swing,718,118,22,4.59,83.39,Operator Error,Maintenance Delay,812,718,1320,Kari Diaz
2023-10-15,M004,Machine_M004,Swing,988,113,0,2.13,78.17,Operator Error,None,1114,988,1152,Mary Lopez
2024-04-23,M004,Machine_M004,Night,222,12,8,3.43,84.24,None,Setup Delay,316,222,1702,Mr. Craig Barrett MD
2024-01-20,M001,Machine_M001,Day,636,99,4,3.02,67.58,Operator Error,Maintenance Delay,776,636,1569,Lisa Jones
2023-07-03,M004,Machine_M004,Night,851,76,26,4.09,73.01,Material Shortage,None,948,851,1164,Catherine Potter
2022-12-08,M001,Machine_M001,Day,890,49,12,2.52,86.89,Material Shortage,Setup Delay,981,890,1436,Ashley Cook MD
2024-01-07,M003,Machine_M003,Swing,394,26,19,2.86,89.23,Material Shortage,Power Issue,467,394,1719,Lynn Peck
2022-05-01,M004,Machine_M004,Day,617,51,27,2.3,90.72,Operator Error,Setup Delay,700,617,1217,Breanna Scott
2023-11-26,M004,Machine_M004,Night,254,75,3,1.57,91.18,Operator Error,Power Issue,316,254,1590,Thomas Mueller
2023-11-06,M001,Machine_M001,Night,478,51,3,2.18,65.19,None,Power Issue,602,478,1256,Tamara Leonard
2024-05-17,M005,Machine_M005,Swing,322,50,10,4.32,79.49,Tooling Issue,Power Issue,437,322,1492,Mrs. Danielle Reid
2024-03-02,M003,Machine_M003,Day,740,102,6,1.37,77.95,Tooling Issue,Power Issue,838,740,1304,Molly Williams
2024-09-07,M004,Machine_M004,Night,374,32,5,1.9,76.93,Operator Error,Power Issue,457,374,1931,Mary Weeks
2024-09-15,M003,Machine_M003,Night,106,70,0,2.8,66.09,Operator Error,Power Issue,245,106,1787,Terry Gutierrez
2022-07-22,M001,Machine_M001,Night,284,11,1,0.67,80.77,None,Maintenance Delay,355,284,1534,Kara Clarke
2022-11-09,M004,Machine_M004,Swing,729,33,14,3.5,91.83,Operator Error,Setup Delay,808,729,1839,Laura Lewis
2023-03-21,M002,Machine_M002,Night,388,3,13,4.22,74.88,Operator Error,None,451,388,1369,Tammy Diaz
2024-07-29,M003,Machine_M003,Day,300,70,3,1.83,61.87,Material Shortage,Setup Delay,390,300,1761,Michael Richardson
2022-11-10,M005,Machine_M005,Day,204,17,6,4.65,87.18,Operator Error,Maintenance Delay,314,204,1030,Kyle Jimenez
2024-03-26,M005,Machine_M005,Day,412,86,3,1.77,74.03,None,Power Issue,504,412,1452,Haley Hunter
2024-12-21,M003,Machine_M003,Swing,872,15,33,2.18,64.38,Operator Error,Setup Delay,926,872,1596,Dennis Norris
2024-10-06,M001,Machine_M001,Day,686,104,5,4.28,92.67,None,None,826,686,1005,Francisco Harris
2025-04-26,M001,Machine_M001,Night,289,103,12,2.19,93.68,Material Shortage,None,341,289,1691,Michelle Franklin
2024-12-07,M001,Machine_M001,Night,295,46,10,1.45,60.77,None,None,345,295,1642,Kathryn Clarke
2023-03-05,M003,Machine_M003,Day,744,66,36,3.3,84.65,Tooling Issue,Power Issue,876,744,1764,Brianna Huynh
2024-10-31,M003,Machine_M003,Swing,248,32,10,4.34,65.01,Operator Error,Maintenance Delay,367,248,1858,Toni Townsend
2023-10-29,M001,Machine_M001,Day,207,80,0,4.03,80.73,None,Setup Delay,328,207,1097,John Brown
2024-09-26,M001,Machine_M001,Swing,696,56,5,3.14,94.42,Operator Error,None,828,696,1621,Gregory Frye
2023-06-15,M004,Machine_M004,Day,883,61,6,3.91,74.93,Operator Error,Setup Delay,1010,883,1259,Jennifer Gonzalez
2024-10-05,M001,Machine_M001,Swing,686,8,23,2.45,86.08,None,Maintenance Delay,808,686,1097,Mary Randall
2024-10-02,M005,Machine_M005,Day,610,65,8,2.81,90.08,Tooling Issue,Maintenance Delay,706,610,1899,Christopher Matthews
2022-12-15,M005,Machine_M005,Day,793,35,34,1.59,78.1,Operator Error,None,903,793,1615,James Jenkins
2024-11-10,M001,Machine_M001,Night,568,89,10,1.25,64.15,None,Maintenance Delay,661,568,1330,Kendra Moreno
2022-09-25,M004,Machine_M004,Night,355,54,1,2.33,81.11,None,Power Issue,421,355,1499,James Robinson
2023-08-14,M005,Machine_M005,Day,751,50,15,2.99,81.91,Operator Error,Setup Delay,876,751,1437,Gregory Kane
2023-01-26,M002,Machine_M002,Night,649,75,20,2.09,72.07,None,Maintenance Delay,706,649,1161,Emily Peters
2022-06-28,M005,Machine_M005,Day,126,67,2,0.54,79.65,Operator Error,Maintenance Delay,250,126,1468,Beverly Ward DDS
2023-06-30,M001,Machine_M001,Swing,237,52,9,4.91,71.83,Operator Error,Maintenance Delay,308,237,1969,Tiffany Fernandez
2022-06-13,M002,Machine_M002,Day,163,71,0,3.17,67.51,Operator Error,Maintenance Delay,216,163,1181,Michael Floyd
2022-08-24,M005,Machine_M005,Swing,869,46,5,2.9,89.32,Tooling Issue,Power Issue,974,869,1732,Peter Martinez
2024-06-08,M005,Machine_M005,Night,595,46,11,2.0,90.82,Material Shortage,Power Issue,653,595,1169,Ricky Jackson
2024-11-25,M001,Machine_M001,Swing,472,1,2,0.51,90.47,Operator Error,Power Issue,601,472,1534,Diane Walsh
2024-02-13,M004,Machine_M004,Day,388,53,1,2.42,90.2,None,Power Issue,500,388,1187,Erin Patel
2024-01-21,M004,Machine_M004,Swing,973,9,31,1.41,66.99,Tooling Issue,None,1060,973,1813,Latoya Allison
2023-12-04,M004,Machine_M004,Night,972,64,37,3.69,89.63,Tooling Issue,None,1075,972,1136,Jeremy Giles
2024-05-23,M005,Machine_M005,Day,676,108,23,4.27,67.48,None,Power Issue,770,676,1475,Stephanie Campbell
2024-03-25,M004,Machine_M004,Day,492,3,7,2.73,80.97,Material Shortage,None,602,492,1420,Jade Reid
2023-05-13,M002,Machine_M002,Night,888,91,39,3.92,75.97,None,Maintenance Delay,974,888,1351,Christopher Ford PhD
2025-03-04,M002,Machine_M002,Swing,878,27,36,3.82,94.25,Operator Error,Setup Delay,1008,878,1133,Michael Sanchez
2022-05-07,M004,Machine_M004,Swing,130,5,6,2.8,91.95,None,Maintenance Delay,182,130,1272,Nicholas Schultz
2022-10-13,M004,Machine_M004,Swing,751,51,15,1.32,73.95,Tooling Issue,Power Issue,838,751,1865,Linda Tran
2024-09-17,M001,Machine_M001,Swing,896,81,38,4.11,94.83,Operator Error,Maintenance Delay,981,896,1468,Andrea Alvarez
2023-07-05,M004,Machine_M004,Day,826,44,1,3.12,79.05,None,Setup Delay,947,826,1047,Dillon Howe
2023-04-09,M003,Machine_M003,Night,936,66,37,3.38,90.1,None,None,1048,936,1401,Andrea Garrett
2024-11-16,M005,Machine_M005,Day,359,100,1,1.53,90.34,Material Shortage,Maintenance Delay,482,359,1257,Ruth Allen
2023-03-25,M005,Machine_M005,Swing,991,35,1,3.77,67.04,Operator Error,Setup Delay,1137,991,1459,Eric Hunt
2023-04-25,M002,Machine_M002,Swing,801,64,4,4.58,67.0,None,None,918,801,1890,James Davidson
2022-12-06,M005,Machine_M005,Night,865,50,15,4.06,67.12,Material Shortage,Power Issue,1000,865,1829,Brent Dorsey
2024-03-09,M005,Machine_M005,Night,354,17,11,3.89,62.89,Material Shortage,None,494,354,1400,Stephanie Moore
2024-03-31,M003,Machine_M003,Night,361,108,8,3.92,90.99,None,Setup Delay,426,361,1287,Cheryl Calhoun
2022-10-27,M005,Machine_M005,Night,992,16,37,1.12,80.01,Material Shortage,Setup Delay,1062,992,1355,Mr. Michael Smith
2024-05-06,M005,Machine_M005,Swing,455,30,5,1.05,92.5,None,Maintenance Delay,561,455,1354,Lucas Mcconnell
2022-10-28,M001,Machine_M001,Day,163,13,3,0.61,81.15,Tooling Issue,None,218,163,1353,Sarah Davis
2023-08-18,M005,Machine_M005,Day,977,76,21,4.2,85.47,Material Shortage,None,1092,977,1760,Rachel Mcbride
