Date,Machine_ID,Maintenance_Type,Maintenance_Cost,Downtime_Minutes,Maintenance_Backlog_Count,Spare_Part_Name,Spare_Part_Stock,Breakdown_Reason,MTBF (hours),MTTR (hours),Next_Service_Date,Technician_Name,Technician_Score
2024-10-27,M004,Preventive,3612,112,1,Belt,29,Wear,720,3.96,2024-12-18,Tony Watts,4
2022-06-19,M001,Preventive,4587,82,1,Bearing,5,Overload,398,2.0,2022-07-19,Katelyn Grant,4
2024-06-02,M002,Preventive,3436,83,1,Gearbox,17,Electrical Fault,846,4.71,2024-07-30,Patrick Petersen,5
2022-08-21,M002,Preventive,3829,75,4,Bearing,58,Wear,128,4.76,2022-10-29,Bruce Brown,4
2023-02-26,M004,Preventive,3529,118,3,Belt,6,None,812,6.62,2023-04-17,Jennifer Young,1
2023-06-11,M001,Reactive,598,108,1,Sensor,45,Overload,590,9.76,2023-08-23,Sara Cardenas,5
2023-05-07,M002,Preventive,3265,141,1,Bearing,97,Overload,266,9.7,2023-07-14,Randall Martin,4
2023-08-20,M001,Preventive,835,214,0,Belt,26,Wear,558,9.65,2023-11-17,Deborah Schmidt,1
2024-03-17,M004,Preventive,4650,288,4,Motor,51,None,571,5.73,2024-06-10,Elizabeth Johnson,2
2022-09-04,M002,Preventive,2008,100,1,Motor,58,Electrical Fault,209,2.07,2022-12-02,Jennifer Glover,3
2022-06-12,M001,Preventive,1366,228,1,Belt,73,Wear,558,3.77,2022-08-17,Kimberly Ballard,2
2022-09-18,M001,Preventive,3920,161,2,Sensor,85,Electrical Fault,383,3.33,2022-12-06,Peter White,1
2023-09-10,M005,Preventive,3664,283,1,Belt,24,None,202,5.73,2023-11-07,Thomas Turner,2
2025-04-27,M001,Preventive,2550,44,4,Belt,61,None,215,4.68,2025-07-12,Patrick Wagner,5
2024-03-17,M005,Preventive,1274,128,1,Gearbox,31,Electrical Fault,186,6.44,2024-05-04,Deborah Leblanc,5
2025-03-16,M003,Reactive,2647,294,3,Belt,42,None,512,6.02,2025-04-29,Debra Beltran,2
2024-07-21,M002,Preventive,1556,210,1,Motor,47,Overload,533,3.62,2024-09-20,Brooke Davis,3
2025-04-06,M002,Preventive,3256,245,0,Sensor,50,None,806,1.28,2025-06-05,Michelle Boyd,4
2023-01-01,M005,Preventive,2276,247,2,Gearbox,24,Overload,202,5.7,2023-02-18,Tonya Lloyd,5
2023-12-17,M005,Reactive,810,278,0,Bearing,77,Wear,353,6.97,2024-02-02,Jennifer Oliver,4
2023-08-20,M005,Reactive,955,260,1,Gearbox,86,Overload,956,2.69,2023-09-27,Melissa Mcgrath,4
2023-09-24,M001,Preventive,3784,108,2,Gearbox,78,Wear,719,9.01,2023-11-24,Jared Ross,1
2024-03-17,M004,Reactive,1653,131,3,Bearing,47,Overload,573,6.55,2024-06-10,Ashley Adams,5
2024-04-14,M005,Preventive,2911,120,0,Bearing,52,Electrical Fault,813,4.44,2024-06-07,Cassie Lynch,4
2024-03-24,M001,Preventive,4513,242,0,Bearing,34,Overload,117,3.28,2024-06-13,Austin Lopez,2
2023-04-23,M004,Preventive,4547,175,4,Belt,99,Electrical Fault,826,2.17,2023-07-10,Angela Burns,1
2024-06-02,M002,Preventive,2660,161,2,Bearing,14,None,363,2.55,2024-08-09,Debra Perez DDS,1
2023-07-09,M002,Preventive,3756,77,4,Bearing,14,Electrical Fault,287,8.6,2023-08-28,Jeff Mann,1
2024-07-14,M003,Preventive,937,122,1,Sensor,49,None,151,7.29,2024-08-14,Jason Harris,5
2023-10-08,M001,Preventive,1331,273,4,Motor,37,Electrical Fault,777,5.18,2023-12-24,Andrew Reyes,2
2023-03-05,M002,Preventive,4026,147,1,Bearing,64,Wear,327,7.53,2023-05-07,Melissa Reed,3
2025-02-02,M003,Preventive,2809,59,1,Motor,32,Overload,320,2.54,2025-03-06,Jon Berry,1
2023-06-25,M001,Preventive,1225,276,3,Motor,73,None,813,7.12,2023-08-23,Nicole Dougherty,3
2022-05-29,M003,Preventive,535,267,1,Belt,65,Electrical Fault,590,5.14,2022-07-30,Sharon Small,5
2024-10-13,M005,Reactive,4475,116,1,Belt,80,Overload,959,5.24,2025-01-07,Marissa Martinez,4
2024-05-12,M004,Preventive,4639,146,4,Belt,78,Wear,184,7.34,2024-07-16,Catherine Berg,1
2022-10-16,M003,Reactive,2900,185,0,Motor,82,Overload,820,2.15,2022-12-07,Sarah King,1
2025-03-02,M001,Preventive,4159,223,2,Sensor,24,Wear,261,6.71,2025-05-11,Sabrina Martinez,3
2023-09-03,M003,Reactive,3952,86,1,Belt,21,Overload,884,1.39,2023-11-30,Kari Bird,2
2025-03-30,M003,Preventive,3854,239,4,Motor,57,Wear,175,1.08,2025-06-27,Joshua Alexander,4
2023-10-01,M005,Preventive,2484,112,3,Gearbox,78,Wear,356,4.33,2023-12-04,Cole Jackson,1
2024-03-24,M001,Preventive,3594,125,1,Motor,34,Overload,162,2.11,2024-06-09,Jessica Kramer,3
2024-09-15,M004,Preventive,2395,37,0,Gearbox,85,Overload,972,2.41,2024-10-30,Calvin Lewis,3
2023-11-26,M002,Reactive,3518,64,0,Sensor,57,Wear,591,9.72,2024-01-21,Kimberly Lin,5
2023-07-16,M004,Preventive,3864,103,4,Motor,51,Wear,523,4.47,2023-10-11,Bethany Ayala,4
2024-01-07,M002,Reactive,1304,261,4,Sensor,58,None,803,5.28,2024-03-11,Natalie Weaver,4
2023-04-30,M003,Preventive,767,143,4,Sensor,31,Overload,370,9.52,2023-06-13,James Stewart,2
2023-10-29,M002,Preventive,2587,257,4,Motor,37,Overload,427,9.2,2024-01-21,Lori Martinez,2
2024-04-28,M004,Preventive,1825,194,3,Bearing,90,Wear,984,1.67,2024-07-08,Bradley Griffin,1
2024-08-11,M004,Preventive,3852,132,2,Gearbox,32,None,207,1.06,2024-10-11,Allison Randall,2
2025-03-16,M001,Reactive,4550,267,3,Belt,9,None,923,5.32,2025-05-26,Christopher Moreno,5
2024-06-02,M001,Reactive,1748,290,2,Motor,49,Overload,765,2.71,2024-07-23,Adam Walker,3
2022-07-31,M004,Preventive,4216,37,4,Sensor,90,Wear,272,3.54,2022-10-27,Marissa Perez,3
2022-06-26,M005,Preventive,1152,257,2,Sensor,31,Overload,953,2.64,2022-09-08,Roger James,1
2024-08-04,M003,Preventive,2846,201,4,Motor,69,Overload,253,4.63,2024-10-03,Stanley Ford,4
2023-07-02,M002,Preventive,4081,84,1,Motor,24,Electrical Fault,795,9.19,2023-09-06,Chris Lane,2
2024-12-01,M001,Preventive,1181,238,0,Bearing,31,None,531,1.02,2025-01-22,Robert Hughes,3
2022-08-28,M003,Reactive,2819,287,4,Bearing,41,Wear,420,4.72,2022-10-27,Jonathan Harrison,3
2023-11-12,M003,Preventive,1553,109,4,Gearbox,55,None,643,4.43,2023-12-22,Christy Tanner,3
2024-04-21,M003,Preventive,615,246,0,Motor,75,Wear,634,5.2,2024-06-29,Daniel Reynolds,3
2022-08-21,M004,Preventive,3414,244,1,Motor,97,Overload,244,8.37,2022-10-07,Lee Graham MD,2
2023-11-19,M004,Preventive,4481,98,0,Motor,35,Wear,606,7.34,2024-02-02,Lawrence Reed,1
2023-12-24,M005,Preventive,2647,258,3,Bearing,10,Electrical Fault,490,1.78,2024-02-17,Shelly Griffith,2
2023-09-10,M001,Preventive,4034,161,0,Motor,70,Wear,715,5.1,2023-10-29,Sara Hubbard,1
2022-08-07,M002,Reactive,4886,45,4,Gearbox,64,Electrical Fault,284,5.65,2022-09-24,Anthony Robles,1
2022-10-16,M001,Preventive,3218,241,1,Motor,62,Wear,470,9.58,2023-01-07,Shane Turner,1
2022-10-16,M001,Reactive,4683,228,2,Gearbox,92,Wear,777,2.92,2022-12-30,Isaiah Thompson,2
2024-10-13,M002,Preventive,4877,275,1,Bearing,34,Wear,291,9.33,2024-11-25,Cameron Howe,2
2022-09-25,M001,Preventive,2863,152,1,Sensor,60,Electrical Fault,362,5.83,2022-10-29,Alice Miller,1
2023-06-04,M004,Preventive,2123,167,1,Motor,24,Wear,424,1.09,2023-08-27,Kristin Moore,5
2025-02-16,M004,Reactive,719,165,3,Motor,10,Overload,946,8.3,2025-05-11,Kimberly Garcia,5
2022-07-03,M005,Reactive,3471,55,1,Sensor,52,Wear,945,8.12,2022-09-18,Susan Howard,5
2025-03-23,M005,Preventive,2693,191,1,Gearbox,80,Overload,680,4.16,2025-05-03,Richard Frazier,1
2024-09-22,M004,Preventive,1982,65,0,Gearbox,86,None,635,2.76,2024-11-10,Zachary Johnson,3
2022-05-15,M002,Reactive,4293,251,2,Sensor,69,Wear,411,1.96,2022-07-16,Michael Thomas,3
2023-12-24,M001,Reactive,3641,291,1,Sensor,92,Electrical Fault,783,2.94,2024-02-26,John Morris,3
2023-03-19,M001,Preventive,3438,268,1,Bearing,11,Wear,697,9.1,2023-05-23,Heather Edwards,5
2024-02-04,M002,Preventive,2914,56,3,Gearbox,28,Wear,158,3.07,2024-03-10,Manuel Gonzalez,5
2022-10-02,M004,Reactive,1980,228,1,Gearbox,93,Overload,406,7.17,2022-12-03,Kimberly Adams,3
2024-01-28,M001,Preventive,1829,175,2,Sensor,72,Overload,496,9.67,2024-03-16,Brittney Dominguez,2
2024-09-01,M001,Preventive,2521,277,1,Motor,66,Overload,342,2.12,2024-11-05,Shawn Higgins,3
2022-10-23,M004,Preventive,3613,258,0,Motor,16,Overload,386,8.86,2022-12-13,Christopher Bentley,2
2023-09-10,M002,Preventive,1268,239,1,Gearbox,62,Overload,444,2.83,2023-12-04,Angela Adkins,5
2024-11-24,M004,Preventive,2096,202,1,Gearbox,43,None,405,6.22,2025-02-21,Kiara Peterson,3
2024-04-21,M001,Reactive,2148,287,1,Gearbox,97,Electrical Fault,157,1.42,2024-07-01,Brandon Carpenter,5
2022-11-06,M003,Preventive,1069,145,4,Gearbox,7,Wear,214,6.2,2022-12-18,Douglas Roberts,5
2022-05-29,M003,Preventive,1422,133,4,Motor,76,Overload,763,2.41,2022-08-11,Ian Miller,3
2024-01-07,M001,Preventive,4255,159,2,Belt,54,Overload,187,1.92,2024-02-20,Breanna Allen,2
2024-09-08,M003,Preventive,3470,277,0,Sensor,57,Wear,486,2.02,2024-10-27,Jane Jensen,3
2024-02-25,M001,Reactive,1295,186,1,Motor,58,Wear,137,6.61,2024-04-15,Gerald Austin,2
2024-07-14,M002,Preventive,2994,226,1,Belt,70,Electrical Fault,197,6.75,2024-09-09,Anthony Cobb,2
2023-03-12,M004,Preventive,3909,203,3,Gearbox,12,Electrical Fault,869,7.37,2023-04-20,Derek Gregory,1
2024-08-25,M004,Reactive,3865,191,2,Motor,50,None,474,1.0,2024-10-20,David Mason,3
2023-04-09,M004,Preventive,933,102,2,Bearing,63,Electrical Fault,474,1.66,2023-05-15,Kimberly Jackson,2
2022-10-23,M002,Reactive,3717,135,1,Motor,25,Electrical Fault,683,6.85,2022-12-01,Barbara Garcia,2
2023-11-12,M003,Preventive,1980,101,1,Bearing,87,None,271,6.03,2024-02-08,Jonathon Nguyen,2
2024-06-30,M003,Reactive,902,117,2,Bearing,38,Electrical Fault,139,7.18,2024-08-19,Thomas Barnes,3
2024-02-25,M001,Preventive,3108,187,3,Bearing,12,Wear,797,4.68,2024-04-10,Lauren Mitchell,4
2023-01-22,M004,Reactive,896,291,1,Motor,53,Wear,670,5.35,2023-04-21,Seth Roman,3
2023-02-12,M005,Preventive,4678,134,4,Belt,56,Electrical Fault,976,3.49,2023-03-23,Jeremy Mendez,5
2024-03-24,M005,Preventive,4347,179,2,Gearbox,10,Electrical Fault,874,8.87,2024-04-26,Shannon Butler,1
2022-11-20,M002,Preventive,1915,86,0,Belt,14,None,402,3.3,2023-01-05,John Brown,5
2023-12-17,M002,Reactive,1591,66,2,Sensor,66,None,176,7.44,2024-01-28,Leah Griffin,2
2023-07-16,M001,Preventive,1945,285,1,Belt,74,Overload,871,1.64,2023-08-29,Rhonda Marquez,5
2024-06-30,M005,Preventive,1822,97,2,Sensor,60,Electrical Fault,581,9.1,2024-09-09,James Collins,3
2023-09-17,M003,Preventive,2943,228,2,Motor,59,Electrical Fault,439,1.45,2023-12-13,Elizabeth Porter,3
2025-03-02,M001,Preventive,4608,271,0,Gearbox,68,Wear,610,6.42,2025-05-03,Tammy Lowe,4
2023-12-03,M003,Reactive,2368,48,1,Belt,77,None,834,7.03,2024-02-25,Tiffany Patterson,2
2024-07-14,M002,Reactive,1607,203,0,Gearbox,92,Wear,177,7.19,2024-09-09,Rachel Strong,3
2025-04-13,M005,Reactive,3779,216,3,Motor,70,Electrical Fault,185,3.03,2025-06-22,Kevin Cunningham,4
2023-11-05,M004,Preventive,2091,157,0,Sensor,81,Electrical Fault,759,7.6,2024-01-01,Angel Pierce,1
2023-02-26,M005,Preventive,2669,223,4,Belt,58,Overload,422,3.98,2023-04-07,Kathleen King,1
2022-12-18,M004,Preventive,3638,279,4,Sensor,45,Overload,821,3.64,2023-02-05,Stephanie Salas,1
2024-08-25,M001,Preventive,1859,61,0,Gearbox,25,Overload,118,5.57,2024-11-09,David Smith,5
2024-09-08,M004,Preventive,2042,172,0,Gearbox,9,None,842,2.36,2024-11-25,Rebecca Bell,1
2024-07-07,M005,Preventive,2266,32,3,Motor,99,None,754,6.14,2024-09-16,Carlos Morris,3
2022-09-11,M005,Preventive,2199,214,3,Belt,48,None,240,6.13,2022-10-24,Mr. Patrick Carney,1
2023-04-09,M001,Preventive,1778,265,3,Motor,27,None,271,4.31,2023-06-25,Debra Reyes,3
2023-04-16,M003,Preventive,2066,106,4,Bearing,81,Wear,212,4.77,2023-06-05,Andrew Price,4
2025-01-19,M003,Preventive,1186,246,0,Belt,58,None,183,8.65,2025-03-19,Joseph Matthews,5
2023-05-14,M002,Reactive,2506,276,0,Belt,97,Wear,163,1.35,2023-07-08,Matthew Ayala,4
2022-10-02,M005,Preventive,1049,240,1,Gearbox,80,Electrical Fault,876,3.72,2022-12-08,Sarah Hensley,3
2024-08-18,M001,Preventive,2739,162,2,Sensor,97,Electrical Fault,758,4.58,2024-10-29,Andrew Buck,2
2022-11-27,M003,Reactive,3702,67,2,Sensor,50,None,887,3.3,2023-02-23,Mrs. Meghan Armstrong,1
2023-11-26,M003,Preventive,2354,209,3,Sensor,58,Wear,283,6.7,2024-02-22,Christopher Ponce,4
2023-03-12,M002,Preventive,2598,159,2,Bearing,73,Overload,446,5.75,2023-04-13,Kenneth Hudson,2
2024-05-05,M005,Preventive,4068,135,4,Bearing,30,Electrical Fault,968,3.54,2024-07-01,Daniel Ramirez,4
2023-04-23,M002,Reactive,823,148,3,Motor,73,Wear,869,5.43,2023-06-11,Beverly Sherman,5
2022-06-19,M001,Preventive,1282,202,2,Sensor,23,Wear,592,3.25,2022-07-24,Michael Forbes,3
2024-07-28,M001,Preventive,2233,124,0,Sensor,90,Wear,168,9.94,2024-09-10,Lisa Guerrero,2
2024-04-07,M001,Preventive,3044,112,2,Motor,24,Wear,492,5.98,2024-05-14,Erica Johnson,2
2022-07-17,M004,Reactive,2106,192,3,Motor,8,Electrical Fault,664,8.05,2022-09-26,Craig Gonzalez,3
2023-02-26,M005,Preventive,733,38,2,Motor,54,Overload,289,5.86,2023-03-31,Jacob Reynolds,5
2022-08-07,M002,Reactive,1644,32,1,Gearbox,92,Overload,243,4.12,2022-09-26,Andrew Salinas,1
2023-12-24,M003,Preventive,1279,143,0,Sensor,14,Overload,948,4.27,2024-03-10,Karen Howard,5
2023-05-21,M001,Preventive,4387,132,1,Gearbox,54,Wear,460,5.9,2023-07-04,Lauren Hill,1
2022-07-10,M005,Preventive,3189,235,4,Motor,37,None,737,8.44,2022-08-18,Ian Nicholson,2
2024-04-21,M005,Preventive,3522,108,4,Bearing,26,None,315,1.36,2024-06-12,George Ross,3
2022-05-15,M005,Preventive,2967,146,3,Bearing,97,Wear,418,4.47,2022-06-22,Elaine Mathis,1
2025-02-16,M003,Preventive,3338,171,2,Gearbox,75,Wear,682,1.52,2025-04-09,Jessica Dixon,2
2022-11-27,M003,Preventive,2900,251,2,Sensor,5,Electrical Fault,274,2.73,2023-02-17,Mark Hayes,3
2023-12-03,M005,Reactive,3641,160,3,Motor,25,Electrical Fault,136,7.09,2024-01-17,Renee Sullivan,1
2022-12-04,M001,Preventive,2450,97,1,Motor,72,None,660,7.85,2023-02-27,Heather Anderson,1
2023-09-17,M004,Preventive,3985,218,4,Gearbox,56,Electrical Fault,854,3.05,2023-11-02,Christian Gamble,1
2022-08-21,M003,Preventive,1650,58,3,Belt,48,Wear,300,5.38,2022-10-23,Jean Gutierrez,3
2022-08-14,M005,Reactive,2540,186,1,Motor,8,None,291,5.8,2022-11-07,Melissa Rose,3
2023-03-19,M001,Preventive,4422,133,0,Motor,6,Overload,320,2.15,2023-04-23,Jason Harrison,4
2025-02-16,M001,Preventive,1558,43,1,Motor,91,Overload,220,9.1,2025-05-13,Hailey Weber,2
2022-07-10,M001,Preventive,776,217,3,Motor,81,Electrical Fault,500,8.04,2022-08-11,Curtis Lozano,2
2022-12-18,M003,Preventive,4117,218,1,Gearbox,28,Wear,122,5.26,2023-03-06,Ashlee Woods,2
2023-12-03,M002,Preventive,2307,120,4,Belt,60,None,583,4.74,2024-01-22,Angela Griffin,1
2024-03-31,M001,Reactive,2557,91,1,Bearing,80,Wear,458,6.88,2024-06-05,Andrea Smith,5
2023-03-12,M004,Preventive,3976,245,4,Motor,9,Electrical Fault,684,7.48,2023-06-05,Barbara Cochran,5
2022-09-11,M004,Preventive,1733,39,4,Sensor,18,None,164,3.47,2022-10-19,Alexis Barrett,5
2023-11-12,M004,Preventive,810,198,2,Belt,93,Wear,761,3.88,2024-01-20,Susan Cisneros,5
2024-03-03,M004,Preventive,1765,182,0,Sensor,98,Wear,692,9.85,2024-04-09,Taylor Lee,4
2023-08-06,M004,Reactive,2564,161,2,Sensor,26,Overload,511,5.82,2023-09-24,Kathy Rivera,5
2023-12-24,M005,Preventive,1305,227,3,Motor,31,Electrical Fault,440,3.42,2024-02-15,Tracy Guzman,3
2024-01-21,M002,Reactive,4001,161,4,Gearbox,11,Electrical Fault,906,6.67,2024-04-07,Kelly Henderson,5
2023-03-19,M001,Preventive,1448,126,0,Bearing,64,None,893,8.88,2023-05-03,Sharon Bird,4
2024-01-07,M004,Preventive,873,54,4,Bearing,48,Wear,369,5.91,2024-02-22,Joann Beck,3
2023-08-13,M005,Preventive,4690,70,1,Gearbox,25,Overload,583,1.74,2023-09-29,Timothy Allen,3
2022-09-18,M003,Reactive,2460,166,2,Gearbox,33,Overload,675,7.17,2022-12-08,Edward Nguyen,4
2023-08-27,M004,Preventive,4080,71,4,Gearbox,93,Wear,419,4.86,2023-10-08,Emily Warren MD,4
2022-10-09,M001,Preventive,2671,74,1,Gearbox,29,Electrical Fault,614,1.77,2023-01-03,Michael Alvarez,1
2023-12-31,M002,Reactive,2125,211,2,Motor,46,None,682,7.78,2024-03-18,Jessica Jacobs,1
2023-11-26,M003,Preventive,687,76,1,Bearing,5,Wear,492,4.17,2023-12-31,Kenneth Jones,1
2023-06-04,M003,Preventive,4568,132,2,Motor,15,None,826,6.94,2023-07-27,Charles Jackson,4
2025-02-16,M004,Preventive,4110,245,3,Bearing,81,None,409,5.46,2025-04-20,Mr. Erik Jones,3
2024-06-02,M004,Preventive,578,224,3,Belt,21,Electrical Fault,901,4.64,2024-07-05,Robert Anderson,4
2024-11-24,M005,Reactive,4652,87,0,Gearbox,33,None,639,9.07,2025-01-21,Jessica Lambert,2
2023-10-08,M002,Preventive,1070,175,0,Belt,47,Wear,926,2.17,2023-12-05,Michael Walter,1
2022-05-15,M004,Preventive,2257,216,2,Gearbox,52,None,738,5.71,2022-06-30,Joshua Bowers,1
2024-06-30,M001,Preventive,4915,265,0,Sensor,65,None,877,3.27,2024-08-14,Richard Miles,5
2023-07-16,M005,Reactive,1519,145,4,Sensor,24,Overload,401,8.79,2023-09-18,Charles Ramos,2
2023-10-08,M004,Reactive,2879,238,1,Gearbox,33,Wear,318,3.16,2023-11-13,Kathleen Hanson,2
2024-02-04,M005,Preventive,3973,150,3,Belt,29,None,672,7.03,2024-03-25,David Lee,5
2024-10-06,M001,Reactive,4628,56,4,Bearing,74,Electrical Fault,305,8.8,2024-11-07,Jane Phillips,2
2023-08-06,M005,Preventive,857,50,3,Bearing,90,Electrical Fault,339,6.12,2023-10-18,Vicki Gibson,4
2025-01-19,M003,Preventive,3170,212,2,Belt,85,None,384,7.76,2025-03-27,Shawn Hill,1
2024-07-07,M001,Preventive,4204,280,2,Motor,18,Wear,797,2.64,2024-09-06,Daniel Edwards,4
2025-02-16,M003,Preventive,4115,72,3,Belt,86,Electrical Fault,548,1.83,2025-04-02,Tina White,3
2025-04-06,M004,Preventive,1305,35,2,Bearing,39,None,232,9.37,2025-06-19,Courtney Jensen,4
2023-12-24,M003,Preventive,3331,287,0,Belt,57,Wear,105,6.15,2024-02-21,Heather Wood,4
2023-03-19,M004,Preventive,1386,245,3,Motor,79,Wear,275,4.16,2023-05-05,Alicia Esparza,2
2024-07-07,M001,Reactive,4824,85,1,Belt,81,None,300,2.34,2024-09-17,David Wilcox,3
2025-01-12,M004,Preventive,959,119,1,Belt,18,None,466,1.59,2025-02-18,Christopher Jones,3
2022-12-04,M001,Preventive,4609,78,1,Motor,60,None,394,2.95,2023-02-07,Tanya Davis,3
2023-02-26,M005,Preventive,984,278,1,Motor,96,Overload,524,3.49,2023-05-21,Jonathan Thomas,2
2023-10-22,M004,Preventive,3854,105,1,Bearing,27,None,919,8.13,2023-12-19,Elizabeth Chavez,2
2024-05-19,M005,Preventive,1549,238,0,Motor,64,Wear,628,8.84,2024-07-14,Katrina Garza,2
2024-07-07,M002,Preventive,985,270,3,Motor,15,None,493,1.29,2024-08-25,Jon Miller,5
2023-04-30,M003,Reactive,1965,220,1,Bearing,23,Overload,992,3.26,2023-07-13,Jeffrey Fuller,3
2024-08-04,M004,Reactive,933,151,3,Sensor,85,Electrical Fault,384,9.45,2024-10-05,Michael Dennis,4
2023-03-12,M002,Reactive,3101,59,1,Motor,32,None,834,8.08,2023-04-21,Joshua Rowland,1
2024-09-22,M002,Preventive,4747,80,0,Bearing,21,None,678,7.33,2024-12-20,Jeffrey Henson,1
2024-05-26,M001,Preventive,1258,259,0,Motor,85,None,852,5.86,2024-07-29,Kenneth Simon,4
2023-05-14,M005,Reactive,3555,232,3,Belt,71,Overload,477,3.27,2023-07-18,Barbara Boyd,2
2023-10-29,M004,Reactive,4189,217,3,Gearbox,83,Electrical Fault,781,1.36,2024-01-12,Kelsey Smith,5
2023-03-05,M001,Preventive,3237,107,2,Belt,24,Overload,778,4.02,2023-05-05,Robert Nolan,5
2024-11-24,M005,Reactive,1090,33,4,Bearing,85,None,735,1.79,2025-01-24,Willie Williams,3
2024-06-30,M005,Preventive,1656,220,4,Belt,74,Overload,213,8.33,2024-08-18,Richard Moore,1
2022-10-16,M005,Preventive,3409,88,4,Sensor,93,None,831,8.57,2022-12-14,Timothy Tanner,2
2022-11-13,M003,Reactive,1337,48,3,Bearing,16,Electrical Fault,510,3.61,2022-12-16,Ronald Avery,3
2023-04-09,M005,Preventive,2568,117,1,Bearing,40,Overload,755,9.01,2023-06-17,Larry Fuentes,5
2023-05-14,M001,Preventive,1342,126,3,Sensor,88,Electrical Fault,213,3.75,2023-07-23,Taylor Guzman,2
2024-09-29,M004,Reactive,1106,64,1,Sensor,90,Wear,260,6.49,2024-11-19,Jonathan Barry,3
2023-11-19,M004,Preventive,1084,70,2,Sensor,81,Wear,702,8.09,2024-01-10,Gregory Lee,5
2024-07-14,M001,Preventive,4997,40,1,Motor,48,Electrical Fault,930,5.56,2024-09-19,Sharon Lambert,1
2024-09-29,M005,Preventive,3880,146,3,Bearing,31,Wear,676,7.26,2024-12-11,Leslie Fuentes,4
2022-11-20,M002,Preventive,2612,225,2,Bearing,32,None,673,1.46,2023-02-03,Melanie Cameron,2
2022-08-21,M002,Reactive,4270,147,4,Gearbox,12,Overload,264,6.63,2022-10-21,Claire Rodriguez,5
2024-06-23,M001,Preventive,3163,260,3,Bearing,36,None,786,1.91,2024-08-19,Jeremy Allen,3
2024-11-17,M003,Preventive,4427,60,4,Motor,12,Overload,892,5.06,2024-12-26,Lynn Collins,3
2023-08-27,M002,Preventive,2590,183,0,Motor,42,Electrical Fault,782,1.61,2023-10-10,Connie Arnold,2
2022-06-12,M002,Preventive,4545,210,4,Gearbox,22,Wear,909,7.33,2022-08-03,Erica Leonard,3
2024-02-11,M001,Preventive,4140,283,3,Belt,86,Overload,778,9.43,2024-05-08,Anne Martinez,5
2024-09-22,M004,Preventive,3111,138,1,Gearbox,17,Wear,887,2.88,2024-11-24,Taylor Paul,5
2024-05-05,M005,Preventive,3896,124,2,Sensor,15,Electrical Fault,924,3.37,2024-06-08,Joseph Cline,3
2023-05-21,M005,Reactive,1209,108,4,Motor,89,None,281,2.94,2023-06-23,Jon Bennett,4
2022-12-04,M004,Reactive,1230,196,4,Gearbox,68,Electrical Fault,279,9.76,2023-02-22,Alicia Bell,3
2022-05-01,M001,Preventive,3023,219,0,Gearbox,5,Electrical Fault,832,4.7,2022-07-11,Brandon Reed,2
2022-10-23,M005,Preventive,3445,64,4,Belt,72,Overload,859,9.52,2022-11-27,Joseph Adams,1
2024-02-18,M002,Preventive,2984,216,2,Motor,92,Wear,879,7.94,2024-04-21,Sean Edwards,4
2023-01-08,M004,Preventive,1855,123,4,Bearing,63,Electrical Fault,827,3.36,2023-03-28,Diana Owens,2
2022-09-25,M003,Preventive,2919,189,1,Belt,95,Wear,575,9.13,2022-11-14,Amy Cooke,2
2022-08-14,M002,Preventive,4938,195,2,Sensor,84,Electrical Fault,967,6.89,2022-09-27,Stacey Stewart,3
2022-06-19,M003,Preventive,4570,243,0,Belt,62,None,232,7.24,2022-08-21,Donald Sanders,2
2022-11-06,M002,Preventive,3271,103,3,Bearing,24,Overload,676,3.99,2023-01-07,Stephen Allen,4
2023-05-14,M003,Preventive,3136,281,4,Gearbox,83,Wear,609,1.02,2023-07-06,Theresa Freeman,2
2023-01-15,M003,Preventive,3235,99,0,Belt,63,Overload,206,7.09,2023-04-12,Stephen Jones,3
2022-11-27,M005,Reactive,1305,47,2,Sensor,27,None,804,4.55,2023-02-11,Luis Jones,2
2022-11-13,M004,Preventive,4736,31,0,Belt,5,None,409,6.76,2023-02-10,Bruce Werner,4
2024-12-01,M005,Preventive,568,68,2,Bearing,25,None,537,3.05,2025-01-18,Erika Whitney,1
2022-05-15,M003,Preventive,1026,246,1,Belt,37,Overload,246,7.07,2022-07-23,Nancy Norton,4
2024-08-04,M001,Preventive,4954,285,4,Motor,13,Wear,689,1.29,2024-10-04,Donna Ramirez,3
2024-08-18,M005,Reactive,2288,171,4,Gearbox,11,Overload,443,5.8,2024-10-15,Jerry Moreno,3
2023-04-23,M005,Preventive,1563,116,4,Bearing,83,Overload,628,6.46,2023-06-30,Pamela Wright,3
2022-12-25,M001,Preventive,4969,219,1,Gearbox,31,Electrical Fault,228,4.45,2023-01-28,Ronald Meyer,5
2023-07-30,M004,Reactive,3278,269,1,Bearing,73,Overload,996,2.48,2023-10-03,Meghan Thomas,1
2022-10-16,M005,Preventive,1131,225,3,Motor,68,Wear,483,3.09,2023-01-05,Jay Thomas,4
2024-12-08,M004,Preventive,3475,205,0,Sensor,44,Overload,589,3.75,2025-02-26,Timothy Smith,1
2022-12-18,M002,Preventive,4770,233,3,Gearbox,58,None,229,3.05,2023-03-10,Jennifer Jones,1
2022-12-04,M003,Reactive,3379,156,1,Belt,10,Wear,715,5.64,2023-02-03,Tina Shaw,1
2023-10-29,M004,Reactive,3172,276,2,Motor,45,Overload,687,6.57,2024-01-22,Lisa Jones,5
